crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,status_report
burglary,aniwatte,2023-12-16,m,sinhala,27,20:10:00,Rainy,7.292002181,80.62303566,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,454.8,sinhala,Valid
stabbing,uda peradeniya bowalawatte,2023-12-17,m,sinhala,29,11:10:00,Rainy,7.255416384,80.62348404,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,743.3,sinhala,Valid
stabbing,katugasthota road,2023-12-17,m,sinhala,61,18:00:00,Rainy,7.31407205,80.63248765,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,194.5,sinhala,Valid
burglary,rajapihilla road,2023-12-21,m,sinhala,63,17:35:00,Cloudy,7.288408007,80.63988361,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,736.3,sinhala,Valid
theft,people's bank,2023-12-21,m,sinhala,71,18:56:00,Cloudy,7.291664129,80.63247762,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,269.5,sinhala,Valid
robbery,deiyanwela,2023-12-22,m,sinhala,53,08:08:00,Cloudy,7.29217599,80.63328987,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,317.1,sinhala,Valid
burglary,hanthane town,2023-12-22,f,sinhala,35,15:59:00,Cloudy,7.269097575,80.63689129,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,529.0,sinhala,Valid
theft,lady golden road,2023-12-25,m,sinhala,50,13:22:00,Cloudy,7.290611221,80.63471663,Christmas Day,1,Commercial,Bogambara,LK2130145,2198,389.7,sinhala,Valid
burglary,hospital street,2023-12-27,m,sinhala,37,10:20:00,Rainy,7.269784467,80.61162006,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,202.0,sinhala,Valid
drugs,mapanawathura,2023-12-27,f,sinhala,44,15:45:00,Rainy,7.300370794,80.6282409,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,111.1,sinhala,Valid
drugs,bowalawatte,2023-12-29,m,sinhala,35,14:12:00,Rainy,7.27045786,80.6128559,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,82.4,sinhala,Valid
drugs,gurudeniya,2023-12-29,m,sinhala,53,15:34:00,Rainy,7.267833871,80.69051015,Non-Holiday,0,General Urban,Kundasale North,LK2127355,10716,685.2,sinhala,Valid
drugs,thannekumbura,2023-12-30,m,sinhala,35,15:47:00,Rainy,7.282212558,80.66220509,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,319.4,sinhala,Valid
robbery,dalada street,2023-12-31,f,sinhala,49,15:06:00,Rainy,7.292350766,80.64304287,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,181.5,sinhala,Valid
drugs,bus stand,2024-01-02,m,muslim,55,15:08:00,Rainy,7.291360343,80.62973808,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,231.1,muslim,Valid
stabbing,mahaiyawa cemetery,2024-01-03,f,sinhala,21,04:16:00,Rainy,7.303288919,80.63178478,Non-Holiday,0,General Urban,Poorna Watta West,LK2130080,17006,122.8,sinhala,Valid
theft,common market complex,2024-01-04,m,muslim,36,21:06:00,Rainy,7.293981123,80.63323794,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,299.7,muslim,Valid
burglary,car park,2024-01-06,m,sinhala,42,16:17:00,Rainy,7.282174094,80.62127883,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,215.3,sinhala,Valid
vehicle theft,dodamwela,2024-01-07,m,sinhala,32,11:39:00,Rainy,7.294060952,80.53967948,Non-Holiday,0,General Urban,Ihala Dodamwala,LK2136120,6861,485.5,sinhala,Valid
robbery,goerge.e. silva lane,2024-01-08,m,sinhala,37,15:28:00,Rainy,7.292043381,80.63247957,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,244.3,sinhala,Valid
burglary,kandy hospital,2024-01-09,f,sinhala,28,22:23:00,Rainy,7.28830639,80.63359632,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,107.9,sinhala,Valid
burglary,dalada maligawa,2024-01-12,m,sinhala,26,15:17:00,Cloudy,7.293412655,80.63957141,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,455.8,sinhala,Valid
robbery,nagasthanne,2024-01-12,f,sinhala,42,16:58:00,Cloudy,7.281767629,80.63170735,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,233.4,sinhala,Valid
burglary,kotugodalla street,2024-01-13,m,tamil,57,15:13:00,Rainy,7.29818863,80.63515524,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,228.5,tamil,Valid
robbery,polgolla,2024-01-13,m,sinhala,45,22:10:00,Rainy,7.316367147,80.65118265,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,293.9,sinhala,Valid
drugs,ampitiya town,2024-01-14,m,sinhala,54,09:12:00,Rainy,7.272712674,80.66155313,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,254.5,sinhala,Valid
robbery,mahamaya primary,2024-01-14,m,sinhala,36,13:31:00,Rainy,7.289160475,80.64272778,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,532.5,sinhala,Valid
burglary,poornawatte,2024-01-14,f,sinhala,54,20:04:00,Rainy,7.309653504,80.62871918,Non-Holiday,0,General Urban,Mapanawathura,LK2130070,12324,146.2,sinhala,Valid
stabbing,bogambara official police stayhouse,2024-01-16,m,sinhala,21,19:57:00,Cloudy,7.289191102,80.63583006,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,364.6,sinhala,Valid
vehicle theft,katugasthota road,2024-01-17,m,sinhala,22,10:49:00,Cloudy,7.312119094,80.63146371,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,124.3,sinhala,Valid
burglary,aniwatte,2024-01-17,m,sinhala,58,13:05:00,Cloudy,7.293839625,80.6247509,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,234.7,sinhala,Valid
burglary,galkaduwa junction,2024-01-17,m,tamil,65,15:23:00,Cloudy,7.310428147,80.63800663,Non-Holiday,0,Commercial,Watapuluwa West,LK2130060,21493,230.7,tamil,Valid
robbery,mahaiyawa cemetery,2024-01-17,m,sinhala,15,22:19:00,Cloudy,7.30580023,80.63299043,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,210.2,sinhala,Valid
stabbing,lake house hotel,2024-01-18,f,muslim,27,04:23:00,Rainy,7.266399119,80.59348517,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,632.9,muslim,Valid
burglary,bahirawakanda,2024-01-18,f,sinhala,47,14:21:00,Rainy,7.295504794,80.63042857,Non-Holiday,0,Residential,Ihala Katukele,LK2130115,6925,252.4,sinhala,Valid
robbery,hewaheta,2024-01-19,f,sinhala,33,12:58:00,Rainy,7.112837735,80.7649162,Non-Holiday,0,General Urban,Kotagepitiya,LK2148125,10224,6869.1,sinhala,Valid
theft,thannekumbura,2024-01-19,m,sinhala,27,20:59:00,Rainy,7.283630901,80.66357392,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,402.5,sinhala,Valid
robbery,dharmapala road lewella,2024-01-20,f,sinhala,50,16:21:00,Rainy,7.29982039,80.65078354,Non-Holiday,0,General Urban,Lewella,LK2130125,11008,496.3,sinhala,Valid
vehicle theft,yatinuwara street,2024-01-21,m,sinhala,66,17:42:00,Cloudy,7.294151872,80.63461402,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,303.7,sinhala,Valid
robbery,lewella bangalaawatte,2024-01-22,m,sinhala,73,03:28:00,Cloudy,7.298736861,80.65013259,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,381.3,sinhala,Valid
burglary,d.s senanayake lane,2024-01-22,m,sinhala,52,14:16:00,Cloudy,7.299842849,80.6382068,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,443.4,sinhala,Valid
theft,wattaranthanne ground,2024-01-23,m,sinhala,42,15:01:00,Rainy,7.253792068,80.69103457,Non-Holiday,0,Residential,Thalathuoya West,LK2145045,18994,291.7,sinhala,Valid
burglary,2nd rajasinghe lane,2024-01-24,m,tamil,26,22:04:00,Cloudy,7.289644324,80.63455663,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,290.3,tamil,Valid
robbery,meekanuwa watarauma,2024-01-26,f,sinhala,30,11:02:00,Cloudy,7.279238585,80.65558681,Non-Holiday,0,General Urban,Ampitiya Udagama North,LK2130235,931,142.1,sinhala,Valid
drugs,bus stand,2024-01-26,f,sinhala,40,12:58:00,Cloudy,7.291744337,80.63535515,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,525.6,sinhala,Valid
drugs,gatambe junction,2024-01-26,m,sinhala,21,19:16:00,Cloudy,7.270227502,80.60649839,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,700.6,sinhala,Valid
burglary,2nd rajasinghe lane,2024-01-28,f,sinhala,34,06:57:00,Rainy,7.288868604,80.63439758,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,214.6,sinhala,Valid
theft,yatinuwara street,2024-01-28,m,sinhala,50,16:02:00,Rainy,7.294433806,80.63694785,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,234.7,sinhala,Valid
burglary,dharmapala road lewella,2024-01-30,m,sinhala,32,14:18:00,Rainy,7.300788377,80.65231757,Non-Holiday,0,General Urban,Sirimalwatta East,LK2127185,18565,446.6,sinhala,Valid
burglary,mapanawathura,2024-01-31,f,sinhala,49,20:36:00,Rainy,7.30042157,80.62679608,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,257.4,sinhala,Valid
robbery,galkaduwa junction,2024-02-03,f,sinhala,35,18:46:00,Cloudy,7.310729951,80.63881301,Non-Holiday,0,Commercial,Watapuluwa West,LK2130060,21493,293.0,sinhala,Valid
theft,mulgampola,2024-02-03,m,sinhala,46,21:05:00,Cloudy,7.279727747,80.61798407,Non-Holiday,0,General Urban,Welata,LK2130170,21826,417.2,sinhala,Valid
vehicle theft,people's bank,2024-02-03,m,sinhala,38,22:06:00,Cloudy,7.29155737,80.63514091,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,504.4,sinhala,Valid
drugs,thalathuoya road,2024-02-05,f,sinhala,61,14:47:00,Rainy,7.247044728,80.68414576,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,293.3,sinhala,Valid
drugs,amaya hotel,2024-02-06,f,sinhala,47,07:31:00,Cloudy,7.275823757,80.6138635,Non-Holiday,0,Commercial,Welata,LK2130170,21826,328.6,sinhala,Valid
theft,bus stand,2024-02-06,m,tamil,42,18:45:00,Cloudy,7.288103952,80.63382358,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,112.5,tamil,Valid
stabbing,post office,2024-02-08,m,sinhala,32,09:52:00,Cloudy,7.289309883,80.63522588,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,316.3,sinhala,Valid
theft,train station,2024-02-08,m,sinhala,36,23:05:00,Cloudy,7.289572854,80.63538717,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,348.4,sinhala,Valid
burglary,2nd rajasinghe lane,2024-02-09,m,sinhala,43,06:43:00,Cloudy,7.290923638,80.63323548,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,373.9,sinhala,Valid
robbery,dalada maligawa,2024-02-09,m,sinhala,45,12:07:00,Cloudy,7.293278062,80.64275255,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,120.8,sinhala,Valid
robbery,bowalawatte,2024-02-13,m,muslim,40,21:42:00,Rainy,7.271494684,80.61098897,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,199.8,muslim,Valid
theft,yatinuwara street,2024-02-15,m,sinhala,51,22:35:00,Rainy,7.294368292,80.63709656,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,247.7,sinhala,Valid
drugs,suduhumpola,2024-02-16,f,sinhala,20,18:02:00,Rainy,7.27986929,80.62433302,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,211.0,sinhala,Valid
drugs,bus stand,2024-02-16,m,sinhala,25,23:15:00,Rainy,7.301647123,80.63517738,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,215.1,sinhala,Valid
stabbing,dalada maligawa,2024-02-17,m,sinhala,45,23:38:00,Cloudy,7.292332019,80.64207196,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,245.2,sinhala,Valid
robbery,ogastawatte,2024-02-18,f,sinhala,31,09:00:00,Cloudy,7.291987481,80.63443934,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,443.4,sinhala,Valid
drugs,rajapihilla road,2024-02-18,m,sinhala,30,10:52:00,Cloudy,7.286829883,80.64093505,Non-Holiday,0,General Urban,Ampitiya South,LK2130225,929,767.8,sinhala,Valid
robbery,katukale,2024-02-18,f,sinhala,24,17:35:00,Cloudy,7.286053164,80.62484565,Non-Holiday,0,General Urban,Katukele West,LK2130105,8913,324.8,sinhala,Valid
burglary,dodamwela,2024-02-19,m,sinhala,50,18:13:00,Cloudy,7.294355084,80.54251449,Non-Holiday,0,General Urban,Ihala Dodamwala,LK2136120,6861,508.6,sinhala,Valid
robbery,apiit campus,2024-02-20,f,sinhala,33,09:59:00,Rainy,7.281618627,80.62151011,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,156.3,sinhala,Valid
robbery,gatambe bridge,2024-02-20,m,sinhala,33,10:44:00,Rainy,7.274069878,80.60629094,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,783.4,sinhala,Valid
robbery,municipal indoor sports complex,2024-02-20,m,sinhala,41,16:17:00,Rainy,7.285213965,80.62423014,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,244.1,sinhala,Valid
theft,bus stand,2024-02-20,m,sinhala,40,21:05:00,Rainy,7.301293622,80.63652901,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,270.3,sinhala,Valid
burglary,police station,2024-02-20,f,sinhala,39,21:27:00,Rainy,7.291470539,80.63344806,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,368.6,sinhala,Valid
burglary,bogambara,2024-02-22,m,sinhala,65,13:11:00,Cloudy,7.287914517,80.63583731,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,320.1,sinhala,Valid
robbery,municipal indoor sports complex,2024-02-23,m,sinhala,23,19:00:00,Rainy,7.283091171,80.62535408,Nawam Full Moon Poya Day,1,Commercial,Suduhumpala East,LK2130160,18807,84.2,sinhala,Valid
stabbing,d.s senanayake lane,2024-02-23,m,sinhala,28,21:29:00,Rainy,7.299285921,80.63785895,Nawam Full Moon Poya Day,1,General Urban,Mahanuwara,LK2130120,11613,370.6,sinhala,Valid
robbery,hanthane town,2024-02-24,m,sinhala,73,15:16:00,Cloudy,7.266083541,80.63525304,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,830.0,sinhala,Valid
drugs,peradeniya road,2024-02-25,m,sinhala,33,18:50:00,Cloudy,7.28130253,80.62040134,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,257.0,sinhala,Valid
vehicle theft,bowalawatte,2024-02-27,f,sinhala,39,14:43:00,Rainy,7.27353117,80.61122617,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,311.0,sinhala,Valid
robbery,apiit campus,2024-03-02,m,muslim,50,17:11:00,Cloudy,7.282645848,80.61932392,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,414.1,muslim,Valid
burglary,aniwatte,2024-03-02,m,sinhala,39,18:22:00,Cloudy,7.291538803,80.62445187,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,359.2,sinhala,Valid
robbery,dutugamunu mawatha,2024-03-03,m,sinhala,21,07:34:00,Cloudy,7.315036736,80.64540925,Non-Holiday,0,General Urban,Pallegunnepana South,LK2127170,15563,508.3,sinhala,Valid
drugs,bowalawatte,2024-03-03,m,sinhala,23,11:06:00,Cloudy,7.269687378,80.6109541,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,261.6,sinhala,Valid
theft,ampitiya town,2024-03-04,m,tamil,17,10:57:00,Cloudy,7.273366893,80.65899354,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,516.1,tamil,Valid
drugs,mada bowala angampitiya,2024-03-04,m,sinhala,60,12:19:00,Cloudy,7.272496784,80.61338085,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,159.5,sinhala,Valid
theft,bowalawatte,2024-03-06,m,sinhala,30,10:16:00,Rainy,7.259096001,80.62254255,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,507.7,sinhala,Valid
stabbing,hanthane town,2024-03-06,m,tamil,26,10:51:00,Rainy,7.26888042,80.63745639,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,575.8,tamil,Valid
vehicle theft,dalada maligawa,2024-03-06,f,sinhala,52,17:15:00,Rainy,7.295451663,80.64264906,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,210.8,sinhala,Valid
robbery,kotugodalla road,2024-03-07,m,sinhala,26,12:23:00,Cloudy,7.296874015,80.63795389,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,203.0,sinhala,Valid
theft,gatambe,2024-03-07,m,sinhala,74,16:39:00,Cloudy,7.270826826,80.59901826,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,577.4,sinhala,Valid
burglary,bus stand,2024-03-08,m,sinhala,53,13:14:00,Rainy,7.289874889,80.63191136,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,280.7,sinhala,Valid
stabbing,watapuluwa prithi mawatha,2024-03-09,f,sinhala,27,12:16:00,Cloudy,7.317087124,80.64562274,Non-Holiday,0,General Urban,Pallegunnepana South,LK2127170,15563,356.7,sinhala,Valid
drugs,mulgampola,2024-03-09,m,sinhala,28,13:08:00,Cloudy,7.280941729,80.61658778,Non-Holiday,0,General Urban,Welata,LK2130170,21826,348.7,sinhala,Valid
theft,aniwatte,2024-03-11,f,sinhala,44,16:25:00,Cloudy,7.291326287,80.62276724,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,447.0,sinhala,Valid
stabbing,gatambe,2024-03-11,f,sinhala,27,18:22:00,Cloudy,7.272953071,80.59754425,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,409.8,sinhala,Valid
stabbing,dalada maligawa,2024-03-12,m,sinhala,33,10:51:00,Cloudy,7.293649442,80.63968257,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,441.5,sinhala,Valid
stabbing,heerassagala junction,2024-03-14,f,sinhala,53,08:20:00,Rainy,7.277190522,80.62171408,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,418.4,sinhala,Valid
robbery,peradeniya kfc,2024-03-14,m,sinhala,31,12:30:00,Rainy,7.283584583,80.62400145,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,219.4,sinhala,Valid
stabbing,mapanawathura,2024-03-15,f,sinhala,68,10:05:00,Cloudy,7.30215908,80.62662623,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,376.9,sinhala,Valid
burglary,hanthane town,2024-03-16,m,sinhala,57,13:42:00,Cloudy,7.269312518,80.63421966,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,483.1,sinhala,Valid
theft,thilakawardhana,2024-03-17,m,sinhala,39,13:26:00,Rainy,7.283428227,80.62258004,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,211.0,sinhala,Valid
robbery,hospital street,2024-03-17,m,sinhala,55,17:57:00,Rainy,7.266862667,80.60859131,Non-Holiday,0,Commercial,Ogastawatta,LK2130305,14865,526.2,sinhala,Valid
theft,bus stand,2024-03-17,m,sinhala,71,18:33:00,Rainy,7.300897027,80.63791705,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,390.2,sinhala,Valid
robbery,wattegama,2024-03-18,m,sinhala,42,12:42:00,Sunny,7.350236655,80.68459443,Non-Holiday,0,General Urban,Wattegama North,LK2112075,21578,311.9,sinhala,Valid
theft,katugasthota road,2024-03-19,m,sinhala,31,14:09:00,Cloudy,7.312540912,80.6333788,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,92.2,sinhala,Valid
drugs,colombo street,2024-03-20,m,sinhala,53,18:21:00,Rainy,7.295326618,80.6379389,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,228.1,sinhala,Valid
drugs,ampitiya town,2024-03-20,m,sinhala,34,22:27:00,Rainy,7.272504915,80.65831542,Non-Holiday,0,General Urban,Meddegama,LK2130250,12845,591.4,sinhala,Valid
theft,kandy hospital,2024-03-21,m,tamil,54,04:07:00,Rainy,7.287813515,80.63269606,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,39.2,tamil,Valid
stabbing,heerassagala,2024-03-22,m,tamil,39,10:44:00,Rainy,7.262175044,80.61872114,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,339.9,tamil,Valid
burglary,bowalawatte,2024-03-22,m,sinhala,48,14:01:00,Rainy,7.27279022,80.61343384,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,191.7,sinhala,Valid
robbery,katugasthota,2024-03-23,m,sinhala,42,18:34:00,Rainy,7.334478796,80.61976493,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,264.7,sinhala,Valid
burglary,ampitiya,2024-03-23,m,sinhala,37,20:44:00,Rainy,7.283954601,80.65041342,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,136.9,sinhala,Valid
stabbing,dharmapala road lewella,2024-03-28,f,sinhala,40,01:20:00,Rainy,7.297819681,80.65067931,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,278.3,sinhala,Valid
drugs,hanthane kadurata malshalawa,2024-03-28,f,sinhala,60,07:35:00,Rainy,7.28977689,80.63338091,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,249.6,sinhala,Valid
drugs,dalada maligawa,2024-03-28,m,sinhala,64,16:38:00,Rainy,7.293505348,80.64290906,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,93.5,sinhala,Valid
burglary,gatambe junction,2024-03-31,m,sinhala,49,20:00:00,Rainy,7.270246977,80.60746375,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,595.3,sinhala,Valid
vehicle theft,aniwatte,2024-04-01,m,sinhala,46,12:57:00,Rainy,7.293541155,80.62393039,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,265.2,sinhala,Valid
drugs,bus stand,2024-04-01,m,sinhala,56,13:00:00,Rainy,7.290679494,80.63467096,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,393.9,sinhala,Valid
theft,bus stand,2024-04-02,m,sinhala,45,18:38:00,Rainy,7.288581212,80.63195733,Independence Day,1,Commercial,Bogambara,LK2130145,2198,157.2,sinhala,Valid
stabbing,lewella town,2024-04-02,m,sinhala,48,18:44:00,Rainy,7.298706899,80.65239004,Independence Day,1,General Urban,Thalwatta,LK2130130,19105,431.2,sinhala,Valid
burglary,colombo street,2024-04-03,f,sinhala,33,06:48:00,Rainy,7.295562634,80.6361156,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,93.4,sinhala,Valid
vehicle theft,peradeniya road,2024-04-03,m,sinhala,54,13:46:00,Rainy,7.279699375,80.62269504,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,125.6,sinhala,Valid
theft,asgiriya,2024-04-03,m,sinhala,67,14:13:00,Rainy,7.298535228,80.63061427,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,220.8,sinhala,Valid
burglary,bogambara,2024-04-04,m,muslim,67,15:37:00,Rainy,7.287248934,80.63543922,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,276.3,muslim,Valid
burglary,udabowala,2024-04-05,m,sinhala,45,17:36:00,Rainy,7.266212895,80.61629483,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,172.6,sinhala,Valid
theft,nagasthanne,2024-04-06,m,sinhala,23,03:07:00,Rainy,7.281392358,80.63199159,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,266.1,sinhala,Valid
drugs,municipal indoor sports complex,2024-04-06,m,sinhala,49,09:41:00,Rainy,7.286343102,80.62414429,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,264.7,sinhala,Valid
theft,dalada street,2024-04-06,m,muslim,35,21:39:00,Rainy,7.293179236,80.63960131,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,456.1,muslim,Valid
robbery,peradeniya road,2024-04-11,m,sinhala,45,14:35:00,Rainy,7.27990401,80.62220051,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,115.7,sinhala,Valid
drugs,lake round,2024-04-12,m,sinhala,31,08:25:00,Rainy,7.290466467,80.63321508,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,323.1,sinhala,Valid
stabbing,municipal indoor sports complex,2024-04-12,m,tamil,35,10:51:00,Rainy,7.286517087,80.62356889,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,222.3,tamil,Valid
drugs,sirimawo bandaranayake lane,2024-04-14,m,sinhala,38,19:58:00,Rainy,7.266829241,80.59884866,Non-Holiday,0,Commercial,Getambe,LK2130180,5235,796.0,sinhala,Valid
burglary,train station,2024-04-15,m,sinhala,48,17:28:00,Rainy,7.289142313,80.63376426,Special Public Holiday,1,General Urban,Bogambara,LK2130145,2198,196.0,sinhala,Valid
burglary,hanthane road,2024-04-16,m,sinhala,37,14:05:00,Rainy,7.282889333,80.6335434,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,456.5,sinhala,Valid
drugs,car park,2024-04-16,m,sinhala,44,20:28:00,Rainy,7.281522216,80.61876438,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,438.9,sinhala,Valid
burglary,aniwatte,2024-04-17,m,sinhala,59,11:35:00,Rainy,7.292977638,80.62452142,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,325.9,sinhala,Valid
robbery,kandy city centre,2024-04-17,m,sinhala,46,17:33:00,Rainy,7.290437285,80.63562344,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,433.7,sinhala,Valid
theft,deiyanwela,2024-04-19,m,sinhala,43,09:32:00,Rainy,7.290104334,80.6339685,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,302.9,sinhala,Valid
robbery,train station,2024-04-19,m,sinhala,48,15:07:00,Rainy,7.288992978,80.6326138,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,162.4,sinhala,Valid
burglary,william gopallawa lane,2024-04-19,m,sinhala,33,19:21:00,Rainy,7.288726703,80.63400371,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,172.7,sinhala,Valid
burglary,deiyanwela,2024-04-20,m,sinhala,41,05:48:00,Rainy,7.291282758,80.63533457,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,488.9,sinhala,Valid
burglary,mulgampola,2024-04-21,f,sinhala,32,02:22:00,Rainy,7.278221377,80.61805265,Non-Holiday,0,General Urban,Welata,LK2130170,21826,414.2,sinhala,Valid
burglary,colombo street,2024-04-22,m,sinhala,32,06:14:00,Rainy,7.29559141,80.63566648,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,106.1,sinhala,Valid
burglary,katugasthota road,2024-04-22,m,muslim,53,16:46:00,Rainy,7.315347584,80.63427135,Non-Holiday,0,General Urban,Nittawela,LK2130030,14729,323.8,muslim,Valid
burglary,hewaheta,2024-04-24,m,sinhala,44,14:31:00,Rainy,7.113555493,80.76282774,Non-Holiday,0,General Urban,Kotagepitiya,LK2148125,10224,6696.0,sinhala,Valid
