crime,location,date,sex,victim nationality,victim age,time,weather,Latitude,Longitude,Holiday_Name,Is_Holiday,Land_Use_Type,GN division,GN_pcode,GN_population,GN_distance_m
drugs,poornawatte,14.12.2023,M,tamil ,52,19:39,Rainy,7.309123628,80.63104815,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,257.6
robbery,ampitiya udawela kanda,16.12.2023,M,Sinhala,28,7:29,Rainy,7.272766439,80.65982475,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,434.4
burglary,aniwatte,16.12.2023,M,Sinhala,27,20:10,Rainy,7.292002181,80.62303566,Non-Holiday,FALSE,General Urban,Bahirawa Kanda,LK2130090,1508,454.8
stabbing,uda peradeniya bowalawatte,17.12.2023,M,Sinhala,29,11:10,Rainy,7.255416384,80.62348404,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,743.3
stabbing,katugasthota road,17.12.2023,M,Sinhala,61,18:00,Rainy,7.31407205,80.63248765,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,194.5
burglary,rajapihilla road,21.12.2023,M,Sinhala,63,17:35,Cloudy,7.288408007,80.63988361,Non-Holiday,FALSE,General Urban,Boowelikada,LK2130135,2310,736.3
theft,people's bank,21.12.2023,M,Sinhala,71,18:56,Cloudy,7.291664129,80.63247762,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,269.5
robbery,deiyanwela,22.12.2023,M,Sinhala,53,8:08,Cloudy,7.29217599,80.63328987,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,317.1
burglary,hanthane,22.12.2023,F,Sinhala,35,15:59,Cloudy,7.269097575,80.63689129,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,529
theft,Lady golden road,25.12.2023,M,Sinhala,50,13:22,Cloudy,7.290611221,80.63471663,Christmas Day,TRUE,Commercial,Bogambara,LK2130145,2198,389.7
burglary,hospital street,27.12.2023,M,sinhala,37,10:20,Rainy,7.269784467,80.61162006,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,202
drugs,mapanawathura,27.12.2023,F,Sinhala,44,15:45,Rainy,7.300370794,80.6282409,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,111.1
drugs,bowala,29.12.2023,M,Sinhala,35,14:12,Rainy,7.27045786,80.6128559,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,82.4
drugs,gurudeniya,29.12.2023,M,Sinhala,53,15:34,Rainy,7.267833871,80.69051015,Non-Holiday,FALSE,General Urban,Kundasale North,LK2127355,10716,685.2
drugs,thannekumbura,30.12.2023,M,Sinhala,35,15:47,Rainy,7.282212558,80.66220509,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,319.4
robbery,dalada street,31.12.2023,F,Sinhala,49,15:06,Rainy,7.292350766,80.64304287,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,181.5
drugs,goodshed bus stand,02.01.2024,M,muslim,55,15:08,Rainy,7.291360343,80.62973808,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,231.1
stabbing,mahaiyawa cemetary,03.01.2024,F,Sinhala,21,4:16,Rainy,7.303288919,80.63178478,Non-Holiday,FALSE,General Urban,Poorna Watta West,LK2130080,17006,122.8
theft,common market complex,04.01.2024,M,muslim,36,21:06,Rainy,7.293981123,80.63323794,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,299.7
burglary,car park,06.01.2024,M,Sinhala,42,16:17,Rainy,7.282174094,80.62127883,Non-Holiday,FALSE,Commercial,Suduhumpala West,LK2130165,18808,215.3
vehicle theft,dodamwela,07.01.2024,M,Sinhala,32,11:39,Rainy,7.294060952,80.53967948,Non-Holiday,FALSE,General Urban,Ihala Dodamwala,LK2136120,6861,485.5
robbery,goerge.E. silva lane,08.01.2024,M,Sinhala,37,15:28,Rainy,7.292043381,80.63247957,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,244.3
burglary,kandy hospital,09.01.2024,F,Sinhala,28,22:23,Rainy,7.28830639,80.63359632,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,107.9
burglary,dalada maligawa,12.01.2024,M,Sinhala,26,15:17,Cloudy,7.293412655,80.63957141,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,455.8
robbery,nagasthanne,12.01.2024,F,Sinhala,42,16:58,Cloudy,7.281767629,80.63170735,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,233.4
burglary,kotugodalla street,13.01.2024,M,tamil ,57,15:13,Rainy,7.29818863,80.63515524,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,228.5
robbery,polgolla,13.01.2024,M,sinhala,45,22:10,Rainy,7.316367147,80.65118265,Non-Holiday,FALSE,General Urban,Pallegunnepana North,LK2127175,15562,293.9
drugs,ampitiya,14.01.2024,M,Sinhala,54,9:12,Rainy,7.272712674,80.66155313,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,254.5
robbery,mahamaya primary,14.01.2024,M,Sinhala,36,13:31,Rainy,7.289160475,80.64272778,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,532.5
burglary,poornawatte,14.01.2024,F,Sinhala,54,20:04,Rainy,7.309653504,80.62871918,Non-Holiday,FALSE,General Urban,Mapanawathura,LK2130070,12324,146.2
stabbing,bogambara official police stayhouse,16.01.2024,M,Sinhala,21,19:57,Cloudy,7.289191102,80.63583006,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,364.6
vehicle theft,katugasthota road,17.01.2024,M,Sinhala,22,10:49,Cloudy,7.312119094,80.63146371,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,124.3
burglary,aniwatte,17.01.2024,M,Sinhala,58,13:05,Cloudy,7.293839625,80.6247509,Non-Holiday,FALSE,General Urban,Bahirawa Kanda,LK2130090,1508,234.7
burglary,galkaduwa junction,17.01.2024,M,tamil ,65,15:23,Cloudy,7.310428147,80.63800663,Non-Holiday,FALSE,Commercial,Watapuluwa West,LK2130060,21493,230.7
robbery,mahaiyawa cemetary,17.01.2024,M,sinhala,15,22:19,Cloudy,7.30580023,80.63299043,Non-Holiday,FALSE,General Urban,Poorna Watta East,LK2130075,17005,210.2
stabbing,lake house hotel,18.01.2024,F,muslim,27,4:23,Rainy,7.266399119,80.59348517,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,632.9
burglary,bahirawakanda,18.01.2024,F,Sinhala,47,14:21,Rainy,7.295504794,80.63042857,Non-Holiday,FALSE,Residential,Ihala Katukele,LK2130115,6925,252.4
robbery,hewaheta,19.01.2024,F,Sinhala,33,12:58,Rainy,7.112837735,80.7649162,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6869.1
theft,thannekumbura,19.01.2024,M,Sinhala,27,20:59,Rainy,7.283630901,80.66357392,Non-Holiday,FALSE,General Urban,Thennakumbura,LK2130240,19383,402.5
robbery,dharmapala road lewella,20.01.2024,F,Sinhala,50,16:21,Rainy,7.29982039,80.65078354,Non-Holiday,FALSE,General Urban,Lewella,LK2130125,11008,496.3
vehicle theft,yatinuwara street,21.01.2024,M,Sinhala,66,17:42,Cloudy,7.294151872,80.63461402,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,303.7
robbery,lewella bangalaawatte,22.01.2024,M,Sinhala,73,3:28,Cloudy,7.298736861,80.65013259,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,381.3
burglary,D.S senanayake lane,22.01.2024,M,Sinhala,52,14:16,Cloudy,7.299842849,80.6382068,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,443.4
theft,wattaranthanne ground,23.01.2024,M,Sinhala,42,15:01,Rainy,7.253792068,80.69103457,Non-Holiday,FALSE,Residential,Thalathuoya West,LK2145045,18994,291.7
burglary,2nd rajasinghe lane,24.01.2024,M,tamil ,26,22:04,Cloudy,7.289644324,80.63455663,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,290.3
robbery,meekanuwa watarauma ,26.01.2024,F,Sinhala,30,11:02,Cloudy,7.279238585,80.65558681,Non-Holiday,FALSE,General Urban,Ampitiya Udagama North,LK2130235,931,142.1
drugs,bogambara bus stand,26.01.2024,F,Sinhala,40,12:58,Cloudy,7.291744337,80.63535515,Non-Holiday,FALSE,Commercial,Mahanuwara,LK2130120,11613,525.6
drugs,gatambe junction,26.01.2024,M,Sinhala,21,19:16,Cloudy,7.270227502,80.60649839,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,700.6
burglary,2nd rajasinghe lane,28.01.2024,F,Sinhala,34,6:57,Rainy,7.288868604,80.63439758,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,214.6
theft,yatinuwara street,28.01.2024,M,Sinhala,50,16:02,Rainy,7.294433806,80.63694785,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,234.7
burglary,dharmapala road lewella,30.01.2024,M,Sinhala,32,14:18,Rainy,7.300788377,80.65231757,Non-Holiday,FALSE,General Urban,Sirimalwatta East,LK2127185,18565,446.6
burglary,mapanawathura,31.01.2024,F,Sinhala,49,20:36,Rainy,7.30042157,80.62679608,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,257.4
robbery,galkaduwa junction,03.02.2024,F,Sinhala,35,18:46,Cloudy,7.310729951,80.63881301,Non-Holiday,FALSE,Commercial,Watapuluwa West,LK2130060,21493,293
theft,mulgampola,03.02.2024,M,Sinhala,46,21:05,Cloudy,7.279727747,80.61798407,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,417.2
vehicle theft,people's bank,03.02.2024,M,Sinhala,38,22:06,Cloudy,7.29155737,80.63514091,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,504.4
drugs,thalaathuoya road,05.02.2024,F,Sinhala,61,14:47,Rainy,7.247044728,80.68414576,Non-Holiday,FALSE,General Urban,Batagalla,LK2145100,1785,293.3
drugs,amaya hotel,06.02.2024,F,Sinhala,47,7:31,Cloudy,7.275823757,80.6138635,Non-Holiday,FALSE,Commercial,Welata,LK2130170,21826,328.6
theft,bogambara bus stand,06.02.2024,M,tamil ,42,18:45,Cloudy,7.288103952,80.63382358,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,112.5
stabbing,in front of post office,08.02.2024,M,Sinhala,32,9:52,Cloudy,7.289309883,80.63522588,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,316.3
theft,train station,08.02.2024,M,Sinhala,36,23:05,Cloudy,7.289572854,80.63538717,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,348.4
burglary,2nd rajasinghe lane,09.02.2024,M,Sinhala,43,6:43,Cloudy,7.290923638,80.63323548,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,373.9
robbery,dalada maligawa,09.02.2024,M,Sinhala,45,12:07,Cloudy,7.293278062,80.64275255,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,120.8
robbery,bowala,13.02.2024,M,muslim,40,21:42,Rainy,7.271494684,80.61098897,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,199.8
theft,yatinuwara street,15.02.2024,M,Sinhala,51,22:35,Rainy,7.294368292,80.63709656,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,247.7
drugs,suduhumpola,16.02.2024,F,Sinhala,20,18:02,Rainy,7.27986929,80.62433302,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,211
drugs,bus stand,16.02.2024,M,Sinhala,25,23:15,Rainy,7.301647123,80.63517738,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,215.1
stabbing,dalada maligawa,17.02.2024,M,Sinhala,45,23:38,Cloudy,7.292332019,80.64207196,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,245.2
robbery,ogastawatte,18.02.2024,F,Sinhala,31,9:00,Cloudy,7.291987481,80.63443934,Non-Holiday,FALSE,General Urban,Ihala Katukele,LK2130115,6925,443.4
drugs,rajapihilla road,18.02.2024,M,sinhala,30,10:52,Cloudy,7.286829883,80.64093505,Non-Holiday,FALSE,General Urban,Ampitiya South,LK2130225,929,767.8
robbery,katukale,18.02.2024,F,Sinhala,24,17:35,Cloudy,7.286053164,80.62484565,Non-Holiday,FALSE,General Urban,Katukele West,LK2130105,8913,324.8
burglary,dodamwela,19.02.2024,M,Sinhala,50,18:13,Cloudy,7.294355084,80.54251449,Non-Holiday,FALSE,General Urban,Ihala Dodamwala,LK2136120,6861,508.6
robbery,Apiit campus,20.02.2024,F,Sinhala,33,9:59,Rainy,7.281618627,80.62151011,Non-Holiday,FALSE,Commercial,Suduhumpala West,LK2130165,18808,156.3
robbery,gatambe bridge,20.02.2024,M,sinhala,33,10:44,Rainy,7.274069878,80.60629094,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,783.4
robbery,Municipal indoor sports complex,20.02.2024,M,Sinhala,41,16:17,Rainy,7.285213965,80.62423014,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,244.1
theft,bus stand,20.02.2024,M,Sinhala,40,21:05,Rainy,7.301293622,80.63652901,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,270.3
burglary,Police Station - Kandy,20.02.2024,F,Sinhala,39,21:27,Rainy,7.291470539,80.63344806,Non-Holiday,FALSE,Commercial,Ihala Katukele,LK2130115,6925,368.6
burglary,bogambara,22.02.2024,M,sinhala,65,13:11,Cloudy,7.287914517,80.63583731,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,320.1
robbery,Municipal indoor sports complex,23.02.2024,M,Sinhala,23,19:00,Rainy,7.283091171,80.62535408,Nawam Full Moon Poya Day,TRUE,Commercial,Suduhumpala East,LK2130160,18807,84.2
stabbing,D.S senanayake lane,23.02.2024,M,Sinhala,28,21:29,Rainy,7.299285921,80.63785895,Nawam Full Moon Poya Day,TRUE,General Urban,Mahanuwara,LK2130120,11613,370.6
robbery,hanthane,24.02.2024,M,Sinhala,73,15:16,Cloudy,7.266083541,80.63525304,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,830
drugs,peradeniya road,25.02.2024,M,Sinhala,33,18:50,Cloudy,7.28130253,80.62040134,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,257
vehicle theft,bowala,27.02.2024,F,Sinhala,39,14:43,Rainy,7.27353117,80.61122617,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,311
robbery,Apiit campus,02.03.2024,M,muslim,50,17:11,Cloudy,7.282645848,80.61932392,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,414.1
burglary,aniwatte,02.03.2024,M,Sinhala,39,18:22,Cloudy,7.291538803,80.62445187,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,359.2
robbery,dutugamunu mawatha,03.03.2024,M,Sinhala,21,7:34,Cloudy,7.315036736,80.64540925,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,508.3
drugs,bowala,03.03.2024,M,sinhala,23,11:06,Cloudy,7.269687378,80.6109541,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,261.6
theft,ampitiya,04.03.2024,M,tamil ,17,10:57,Cloudy,7.273366893,80.65899354,Non-Holiday,FALSE,General Urban,Ampitiya Pallegama,LK2130245,928,516.1
drugs,mada bowala angampitiya,04.03.2024,M,Sinhala,60,12:19,Cloudy,7.272496784,80.61338085,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,159.5
theft,bowalawatte,06.03.2024,M,Sinhala,30,10:16,Rainy,7.259096001,80.62254255,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,507.7
stabbing,hanthane,06.03.2024,M,tamil ,26,10:51,Rainy,7.26888042,80.63745639,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,575.8
vehicle theft,Sri Dalada Maligawa,06.03.2024,F,Sinhala,52,17:15,Rainy,7.295451663,80.64264906,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,210.8
robbery,kotugodalla road,07.03.2024,M,Sinhala,26,12:23,Cloudy,7.296874015,80.63795389,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,203
theft,gatambe,07.03.2024,M,Sinhala,74,16:39,Cloudy,7.270826826,80.59901826,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,577.4
burglary,bogambara bus stand,08.03.2024,M,Sinhala,53,13:14,Rainy,7.289874889,80.63191136,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,280.7
stabbing,watapuluwa prithi mawatha,09.03.2024,F,Sinhala,27,12:16,Cloudy,7.317087124,80.64562274,Non-Holiday,FALSE,General Urban,Pallegunnepana South,LK2127170,15563,356.7
drugs,mulgampola,09.03.2024,M,Sinhala,28,13:08,Cloudy,7.280941729,80.61658778,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,348.7
theft,aniwatte,11.03.2024,F,Sinhala,44,16:25,Cloudy,7.291326287,80.62276724,Non-Holiday,FALSE,General Urban,Aniwatta East,LK2130100,1107,447
stabbing,gatambe,11.03.2024,F,sinhala,27,18:22,Cloudy,7.272953071,80.59754425,Non-Holiday,FALSE,General Urban,Getambe,LK2130180,5235,409.8
stabbing,dalada maligawa,12.03.2024,M,sinhala,33,10:51,Cloudy,7.293649442,80.63968257,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,441.5
stabbing,heerassagala junction,14.03.2024,F,Sinhala,53,8:20,Rainy,7.277190522,80.62171408,Non-Holiday,FALSE,Commercial,Suduhumpala West,LK2130165,18808,418.4
robbery,peradeniya KFC,14.03.2024,M,Sinhala,31,12:30,Rainy,7.283584583,80.62400145,Non-Holiday,FALSE,Commercial,Suduhumpala East,LK2130160,18807,219.4
stabbing,mapanawathura,15.03.2024,F,Sinhala,68,10:05,Cloudy,7.30215908,80.62662623,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,376.9
burglary,hanthane,16.03.2024,M,Sinhala,57,13:42,Cloudy,7.269312518,80.63421966,Non-Holiday,FALSE,General Urban,Hanthana Pedesa,LK2130220,5949,483.1
theft,thilakawardhana,17.03.2024,M,Sinhala,39,13:26,Rainy,7.283428227,80.62258004,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,211
robbery,hospital street,17.03.2024,M,Sinhala,55,17:57,Rainy,7.266862667,80.60859131,Non-Holiday,FALSE,Commercial,Ogastawatta,LK2130305,14865,526.2
theft,bus stand,17.03.2024,M,Sinhala,71,18:33,Rainy,7.300897027,80.63791705,Non-Holiday,FALSE,Commercial,Mahaiyawa,LK2130065,11543,390.2
robbery,wattegama,18.03.2024,M,Sinhala,42,12:42,Sunny,7.350236655,80.68459443,Non-Holiday,FALSE,General Urban,Wattegama North,LK2112075,21578,311.9
theft,katugasthota road,19.03.2024,M,Sinhala,31,14:09,Cloudy,7.312540912,80.6333788,Non-Holiday,FALSE,General Urban,Pitakanda Gama,LK2130015,16716,92.2
drugs,colombo street ,20.03.2024,M,sinhala,53,18:21,Rainy,7.295326618,80.6379389,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,228.1
drugs,ampitiya,20.03.2024,M,Sinhala,34,22:27,Rainy,7.272504915,80.65831542,Non-Holiday,FALSE,General Urban,Meddegama,LK2130250,12845,591.4
theft,kandy hospital,21.03.2024,M,tamil ,54,4:07,Rainy,7.287813515,80.63269606,Non-Holiday,FALSE,Residential,Bogambara,LK2130145,2198,39.2
stabbing,heerassagala,22.03.2024,M,tamil ,39,10:44,Rainy,7.262175044,80.61872114,Non-Holiday,FALSE,General Urban,Bowalawatta,LK2130300,2441,339.9
burglary,bowala,22.03.2024,M,Sinhala,48,14:01,Rainy,7.27279022,80.61343384,Non-Holiday,FALSE,General Urban,Bowala,LK2130205,2430,191.7
robbery,katugasthota,23.03.2024,M,sinhala,42,18:34,Rainy,7.334478796,80.61976493,Non-Holiday,FALSE,General Urban,Kalugalawatta,LK2112245,8028,264.7
burglary,ampitiya road,23.03.2024,M,Sinhala,37,20:44,Rainy,7.283954601,80.65041342,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,136.9
stabbing,dharmapala road lewella,28.03.2024,F,Sinhala,40,1:20,Rainy,7.297819681,80.65067931,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,278.3
drugs,hanathane kadurata malshalawa,28.03.2024,F,Sinhala,60,7:35,Rainy,7.28977689,80.63338091,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,249.6
drugs,dalada maligawa,28.03.2024,M,Sinhala,64,16:38,Rainy,7.293505348,80.64290906,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,93.5
burglary,gatambe junction,31.03.2024,M,Sinhala,49,20:00,Rainy,7.270246977,80.60746375,Non-Holiday,FALSE,Commercial,Bowala,LK2130205,2430,595.3
vehicle theft,aniwatte,01.04.2024,M,Sinhala,46,12:57,Rainy,7.293541155,80.62393039,Non-Holiday,FALSE,General Urban,Bahirawa Kanda,LK2130090,1508,265.2
drugs,bogambara bus stand ,01.04.2024,M,Sinhala,56,13:00,Rainy,7.290679494,80.63467096,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,393.9
theft,bogambara bus stand,02.04.2024,M,Sinhala,45,18:38,Rainy,7.288581212,80.63195733,Independence Day,TRUE,Commercial,Bogambara,LK2130145,2198,157.2
stabbing,lewella,02.04.2024,M,Sinhala,48,18:44,Rainy,7.298706899,80.65239004,Independence Day,TRUE,General Urban,Thalwatta,LK2130130,19105,431.2
burglary,colombo street ,03.04.2024,F,Sinhala,33,6:48,Rainy,7.295562634,80.6361156,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,93.4
vehicle theft,peradeniya road,03.04.2024,M,Sinhala,54,13:46,Rainy,7.279699375,80.62269504,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,125.6
theft,asgiriya   ,03.04.2024,M,Sinhala,67,14:13,Rainy,7.298535228,80.63061427,Non-Holiday,FALSE,General Urban,Asgiriya,LK2130085,1314,220.8
burglary,bogambara,04.04.2024,M,Muslim,67,15:37,Rainy,7.287248934,80.63543922,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,276.3
burglary,udabowala,05.04.2024,M,Sinhala,45,17:36,Rainy,7.266212895,80.61629483,Non-Holiday,FALSE,General Urban,Uda Bowala,LK2130200,19819,172.6
theft,nagasthanne,06.04.2024,M,Sinhala,23,3:07,Rainy,7.281392358,80.63199159,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,266.1
drugs,Municipal indoor sports complex,06.04.2024,M,Sinhala,49,9:41,Rainy,7.286343102,80.62414429,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,264.7
theft,dalada street,06.04.2024,M,muslim,35,21:39,Rainy,7.293179236,80.63960131,Non-Holiday,FALSE,Commercial,Boowelikada,LK2130135,2310,456.1
robbery,peradeniya road,11.04.2024,M,Sinhala,45,14:35,Rainy,7.27990401,80.62220051,Non-Holiday,FALSE,General Urban,Suduhumpala West,LK2130165,18808,115.7
drugs,lakeround,12.04.2024,M,Sinhala,31,8:25,Rainy,7.290466467,80.63321508,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,323.1
stabbing,Municipal indoor sports complex,12.04.2024,M,tamil ,35,10:51,Rainy,7.286517087,80.62356889,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,222.3
drugs,sirimawo bandaranayake lane,14.04.2024,M,Sinhala,38,19:58,Rainy,7.266829241,80.59884866,Non-Holiday,FALSE,Commercial,Getambe,LK2130180,5235,796
burglary,train station,15.04.2024,M,Sinhala,48,17:28,Rainy,7.289142313,80.63376426,Special Public Holiday,TRUE,General Urban,Bogambara,LK2130145,2198,196
burglary,hanthane road,16.04.2024,M,Sinhala,37,14:05,Rainy,7.282889333,80.6335434,Non-Holiday,FALSE,General Urban,Nagasthenna,LK2130155,13921,456.5
drugs,car park,16.04.2024,M,Sinhala,44,20:28,Rainy,7.281522216,80.61876438,Non-Holiday,FALSE,Commercial,Suduhumpala West,LK2130165,18808,438.9
burglary,aniwatte,17.04.2024,M,Sinhala,59,11:35,Rainy,7.292977638,80.62452142,Non-Holiday,FALSE,General Urban,Bahirawa Kanda,LK2130090,1508,325.9
robbery,KCC,17.04.2024,M,Sinhala,46,17:33,Rainy,7.290437285,80.63562344,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,433.7
theft,deiyanwela,19.04.2024,M,Sinhala,43,9:32,Rainy,7.290104334,80.6339685,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,302.9
robbery,train station,19.04.2024,M,Sinhala,48,15:07,Rainy,7.288992978,80.6326138,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,162.4
burglary,william gopallawa lane,19.04.2024,M,Sinhala,33,19:21,Rainy,7.288726703,80.63400371,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,172.7
burglary,deiyanwela,20.04.2024,M,Sinhala,41,5:48,Rainy,7.291282758,80.63533457,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,488.9
burglary,mulgampola,21.04.2024,F,Sinhala,32,2:22,Rainy,7.278221377,80.61805265,Non-Holiday,FALSE,General Urban,Welata,LK2130170,21826,414.2
burglary,colombo street ,22.04.2024,M,Sinhala,32,6:14,Rainy,7.29559141,80.63566648,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,106.1
burglary,katugasthota road,22.04.2024,M,Muslim,53,16:46,Rainy,7.315347584,80.63427135,Non-Holiday,FALSE,General Urban,Nittawela,LK2130030,14729,323.8
burglary,hewaheta,24.04.2024,M,Sinhala,44,14:31,Rainy,7.113555493,80.76282774,Non-Holiday,FALSE,General Urban,Kotagepitiya,LK2148125,10224,6696
theft,yatinuwara street,25.04.2024,M,Sinhala,37,8:46,Cloudy,7.297133866,80.63489084,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,163.6
burglary,peradeniya KFC,25.04.2024,F,Sinhala,31,11:37,Cloudy,7.286380233,80.6255369,Non-Holiday,FALSE,Commercial,Katukele West,LK2130105,8913,408.4
stabbing,boowelikada,26.04.2024,M,tamil ,47,10:49,Rainy,7.295436237,80.64712027,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,370.4
theft,aniwatte,26.04.2024,F,Sinhala,40,22:46,Rainy,7.292657961,80.6246041,Non-Holiday,FALSE,General Urban,Katukele,LK2130110,8909,336.4
drugs,yatinuwara street,28.04.2024,M,Sinhala,58,20:42,Rainy,7.297419728,80.63626731,Non-Holiday,FALSE,General Urban,Mahanuwara,LK2130120,11613,113.8
burglary,lewella bangalaawatte,29.04.2024,F,Sinhala,33,10:42,Rainy,7.298646233,80.65231348,Non-Holiday,FALSE,General Urban,Thalwatta,LK2130130,19105,421.2
drugs,bogambara official police stayhouse,01.05.2024,M,tamil ,50,10:54,Rainy,7.28684079,80.63782599,Non-Holiday,FALSE,General Urban,Bogambara,LK2130145,2198,543.3
drugs,nuwarawela ampitiya,01.05.2024,M,Sinhala,35,13:51,Rainy,7.286661384,80.64849639,Non-Holiday,FALSE,General Urban,Ampitiya North,LK2130230,926,267.1
stabbing,hanathane kadurata malshalawa,01.05.2024,M,Sinhala,49,15:35,Rainy,7.290483569,80.63473256,Non-Holiday,FALSE,Commercial,Bogambara,LK2130145,2198,378.4
